Gender;Age;Admission_Year;GPA;Total_Score;Math_EGE;Russian_EGE;Profile_EGE;Individual_Achievements;Admission_Category;Study_Form;Faculty;Competition_Per_Seat;Enrolled
Ж;25;2020;4,13;249;70;78;41;4;Целевая квота;Очная;Экономика;8,89;0
М;18;2025;4,71;268;57;49;51;9;Общий конкурс;Очная;Информатика;7,23;0
Ж;25;2021;3,01;200;85;95;80;8;Общий конкурс;Очная;Биология;5,36;0
М;17;2022;3,82;219;97;52;68;0;Общий конкурс;Очная;Биология;8,87;0
М;17;2020;3,88;285;73;94;89;9;Общий конкурс;Очная;Биология;8,69;0
Ж;18;2023;3,01;243;45;95;61;2;Целевая квота;Очная;Медицина;6,9;0
Ж;24;2021;4,38;221;61;49;52;10;Общий конкурс;Очная;Биология;7,21;0
М;18;2021;3,29;290;54;88;83;5;Общий конкурс;Очная;Филология;5,14;0
Ж;19;2021;3,57;232;42;58;79;4;Общий конкурс;Очная;Математика;2,02;0
Ж;19;2021;3,36;291;68;100;81;2;Особая квота;Очная;Биология;5,13;0
М;17;2025;3,33;222;74;78;76;7;Целевая квота;Очная;Экономика;6,29;0
М;22;2021;3,17;224;54;90;90;8;Целевая квота;Очная;Медицина;7,44;0
М;22;2022;3,06;225;71;40;40;0;Общий конкурс;Очная;Биология;2,79;0
М;19;2024;4,1;232;76;76;68;2;Общий конкурс;Очная;Биология;4,99;0
М;19;2021;4,65;288;50;86;100;8;Общий конкурс;Очная;Филология;3,64;1
Ж;17;2020;4,59;257;82;71;93;3;Общий конкурс;Очная;Экономика;2,02;1
Ж;20;2020;3,5;263;70;54;75;9;Общий конкурс;Очная;Медицина;3,72;0
М;24;2022;3,76;267;89;82;71;9;Общий конкурс;Очная;Физика;5,69;0
М;18;2022;4,53;264;66;73;45;7;Общий конкурс;Очная;Математика;8,82;0
М;19;2024;4,58;238;49;77;58;2;Общий конкурс;Очная;Математика;2,17;0
М;25;2021;3,01;286;75;50;73;3;Общий конкурс;Заочная;Экономика;5,94;0
М;20;2024;4,83;260;72;75;73;9;Общий конкурс;Очная;Математика;7,65;0
М;17;2022;3,03;255;58;52;98;3;Общий конкурс;Очная;Физика;7,94;0
М;17;2022;3,81;217;93;90;73;4;Общий конкурс;Очная;Экономика;7,9;0
М;17;2023;4,45;300;57;74;83;4;Общий конкурс;Очная;Медицина;9,22;0
М;18;2023;4,91;233;52;78;50;1;Общий конкурс;Очная;Биология;3,3;0
Ж;19;2024;4,19;296;56;99;58;2;Целевая квота;Очная;Экономика;8,53;0
Ж;19;2024;3,66;263;62;73;93;2;Общий конкурс;Очная;Математика;9,67;0
М;18;2025;3,27;262;49;50;94;3;Общий конкурс;Очная;Математика;3,25;0
М;19;2023;3,63;261;98;82;49;8;Целевая квота;Очная;Экономика;1,47;0
М;18;2023;4,39;212;69;84;64;5;Общий конкурс;Очная;Информатика;5,25;0
М;17;2023;4,97;299;95;62;48;8;Общий конкурс;Очная;Филология;5,26;0
М;18;2023;3,97;203;80;88;66;2;Общий конкурс;Очная;Юриспруденция;1,28;0
М;25;2020;4,06;206;59;99;48;10;Общий конкурс;Очная;Филология;4,68;0
Ж;19;2023;4,19;258;75;46;86;6;Целевая квота;Очная;Юриспруденция;3,3;1
Ж;18;2021;3,01;279;58;64;69;6;Общий конкурс;Заочная;Информатика;4,32;0
Ж;17;2020;4,98;239;51;69;76;3;Общий конкурс;Очная;Физика;2,06;0
М;20;2025;4,16;291;68;75;52;5;Целевая квота;Очная;Математика;1,01;1
Ж;18;2020;3,41;272;85;65;69;1;Общий конкурс;Очная;Информатика;6,72;0
Ж;22;2022;4,23;294;94;43;94;3;Общий конкурс;Очная;Юриспруденция;7,73;0
М;17;2024;4,49;277;88;98;58;9;Особая квота;Очная;Информатика;5,49;0
М;23;2020;4,44;202;52;55;64;10;Общий конкурс;Очная;Физика;6,02;0
М;19;2020;4,27;208;86;62;66;1;Общий конкурс;Очная;Информатика;7,39;0
Ж;19;2020;3,31;290;65;62;41;10;Общий конкурс;Очная;Информатика;7,88;0
М;19;2023;3,34;298;72;70;97;6;Целевая квота;Очная;Математика;4,54;0
М;18;2025;4,05;298;69;47;77;9;Общий конкурс;Очная;Информатика;2,45;1
Ж;19;2025;3,15;253;87;84;65;1;Особая квота;Заочная;Информатика;1,88;0
Ж;18;2021;3,5;234;41;43;41;10;Общий конкурс;Очная;Медицина;2,21;0
М;17;2022;3,49;231;62;88;54;2;Общий конкурс;Очная;Юриспруденция;2,66;0
М;20;2022;4,2;289;73;70;74;10;Целевая квота;Заочная;Физика;2,87;1
М;20;2025;3,08;217;79;69;47;2;Целевая квота;Очная;Медицина;5,14;0
М;17;2020;4,57;255;92;82;66;3;Целевая квота;Очная;Информатика;5,28;0
Ж;19;2022;4,24;226;55;91;54;2;Общий конкурс;Очная;Юриспруденция;3,97;0
М;17;2024;4,73;226;57;96;48;7;Общий конкурс;Очная;Экономика;5,35;0
М;18;2024;3,15;253;92;69;94;4;Общий конкурс;Очная;Медицина;6,56;0
Ж;18;2022;4,12;290;88;72;95;7;Общий конкурс;Очная;Экономика;1,24;1
Ж;18;2024;4,18;251;75;86;94;5;Общий конкурс;Очная;Экономика;9,92;0
Ж;18;2024;4,65;264;70;88;44;2;Общий конкурс;Очная;Медицина;2,34;1
М;21;2022;4,85;226;70;86;43;10;Особая квота;Очная;Математика;3,93;0
Ж;19;2024;3,76;234;63;84;98;3;Общий конкурс;Очная;Филология;2,05;0
М;19;2023;3,29;280;75;60;62;0;Общий конкурс;Очная;Юриспруденция;5,88;0
Ж;22;2023;4,32;232;43;45;86;10;Общий конкурс;Очная;Физика;4,27;0
М;18;2023;4,65;293;78;46;80;5;Целевая квота;Очная;Медицина;5,08;0
Ж;21;2021;3,91;225;87;64;43;5;Общий конкурс;Очная;Медицина;4,19;0
М;20;2025;4,98;259;90;91;67;8;Общий конкурс;Очная;Математика;1,56;1
Ж;19;2020;3,59;242;74;85;91;7;Общий конкурс;Очная;Биология;4,54;0
Ж;19;2022;4,25;233;41;56;75;2;Общий конкурс;Очная;Математика;2,05;0
Ж;20;2022;4,13;243;58;80;95;4;Особая квота;Очная;Физика;1,07;0
Ж;18;2024;3,62;271;46;47;63;6;Общий конкурс;Заочная;Биология;7,13;0
Ж;18;2020;3,75;282;60;50;63;7;Общий конкурс;Очная;Экономика;5,2;0
Ж;17;2021;4,05;245;73;98;50;10;Целевая квота;Очная;Физика;9,09;0
Ж;23;2025;3,41;250;72;88;83;5;Общий конкурс;Очная;Информатика;1,78;0
М;17;2024;4,46;293;89;44;72;5;Общий конкурс;Очная;Экономика;6,8;0
Ж;20;2025;4,35;271;51;53;100;4;Общий конкурс;Очная;Экономика;6,95;0
Ж;23;2024;4,77;216;87;84;74;8;Общий конкурс;Очная;Юриспруденция;5,57;0
Ж;18;2021;4,59;264;52;94;75;9;Общий конкурс;Очная;Информатика;5,31;0
М;17;2025;4,08;218;88;55;41;0;Общий конкурс;Очная;Экономика;5,5;0
Ж;17;2021;3,13;211;73;83;88;10;Общий конкурс;Очная;Филология;2,2;0
Ж;18;2020;3,98;289;98;72;40;6;Целевая квота;Очная;Информатика;7,06;0
М;19;2020;4,59;271;60;66;66;0;Общий конкурс;Очная;Информатика;4,55;1
Ж;19;2023;4,4;290;78;48;71;9;Общий конкурс;Очная;Медицина;7,12;0
М;19;2023;3,47;225;87;41;52;5;Общий конкурс;Очная;Филология;3,38;0
Ж;21;2023;4,46;280;90;51;81;7;Общий конкурс;Заочная;Медицина;4,8;1
Ж;24;2022;3,97;211;52;62;44;9;Особая квота;Очная;Экономика;7,46;0
М;18;2024;3,77;292;51;94;46;1;Общий конкурс;Очная;Юриспруденция;7,88;0
Ж;18;2020;3,43;221;40;45;72;8;Общий конкурс;Очная;Экономика;1,21;0
М;25;2020;3,01;283;84;52;55;10;Общий конкурс;Очная;Математика;1,95;0
М;21;2021;3,42;205;91;70;77;8;Целевая квота;Очная;Филология;7,49;0
М;20;2022;3,95;293;47;41;72;10;Общий конкурс;Очная;Биология;9,82;0
М;19;2020;3,54;279;97;80;67;0;Общий конкурс;Заочная;Юриспруденция;6,02;0
М;19;2020;3,46;297;70;48;79;7;Общий конкурс;Очная;Филология;5,73;0
Ж;17;2020;3,12;239;92;55;56;5;Общий конкурс;Очная;Физика;7,21;0
Ж;18;2025;3,24;222;62;59;97;4;Общий конкурс;Очная;Физика;1,1;0
Ж;17;2020;4,51;255;42;41;54;3;Общий конкурс;Очная;Экономика;1,71;1
М;18;2021;3,52;203;71;68;83;8;Общий конкурс;Очная;Экономика;5,97;0
М;25;2025;3,82;225;51;84;46;2;Общий конкурс;Очная;Юриспруденция;4,28;0
М;20;2025;4,09;224;53;49;80;8;Особая квота;Очная;Информатика;9,14;0
Ж;20;2023;3,47;296;66;42;64;6;Общий конкурс;Очная;Математика;7,41;0
Ж;25;2020;4,45;200;42;62;41;4;Особая квота;Очная;Биология;4,88;0
Ж;17;2025;3,52;236;55;67;60;5;Общий конкурс;Очная;Медицина;4,28;0
Ж;20;2024;4,16;221;67;82;59;10;Целевая квота;Очная;Экономика;5,38;0
Ж;19;2020;3,64;242;47;85;50;2;Общий конкурс;Очная;Медицина;8,92;0
Ж;17;2025;3,82;250;46;66;64;5;Общий конкурс;Очная;Филология;3,72;0
М;20;2024;4,23;201;48;64;42;10;Общий конкурс;Заочная;Информатика;5,44;0
М;17;2021;4,41;252;46;66;68;0;Общий конкурс;Очная;Экономика;1,26;1
М;19;2023;4,91;226;71;74;41;1;Особая квота;Очная;Информатика;7,1;0
М;18;2021;3,61;244;81;74;64;9;Общий конкурс;Очная;Экономика;6,14;0
Ж;19;2021;4,42;299;83;75;94;6;Общий конкурс;Очная;Юриспруденция;2,31;1
Ж;18;2025;3,23;287;76;71;46;1;Общий конкурс;Очная;Медицина;4,98;0
Ж;18;2022;4,45;298;75;79;49;10;Общий конкурс;Очная;Юриспруденция;6,41;0
М;20;2023;3,89;246;73;92;59;2;Особая квота;Очная;Юриспруденция;6,17;0
Ж;26;2025;4,88;267;81;75;59;4;Общий конкурс;Очная;Биология;5,11;0
М;17;2025;4,1;224;84;62;93;3;Общий конкурс;Очная;Медицина;7,28;0
Ж;17;2021;3,52;267;57;97;92;4;Общий конкурс;Заочная;Экономика;6,89;0
М;21;2023;3,87;203;93;61;86;8;Особая квота;Очная;Биология;1,66;0
М;17;2021;3,89;238;76;64;62;10;Общий конкурс;Очная;Информатика;3,53;0
Ж;17;2021;3,44;284;62;64;60;10;Целевая квота;Очная;Физика;7,5;0
Ж;18;2023;4,85;214;60;53;46;3;Общий конкурс;Очная;Медицина;6,02;0
М;18;2021;3,02;241;70;69;93;6;Общий конкурс;Заочная;Математика;8,91;0
Ж;20;2022;3,86;297;87;41;49;2;Особая квота;Очная;Юриспруденция;5,49;0
М;23;2023;3,3;249;86;45;88;5;Общий конкурс;Заочная;Медицина;5,33;0
М;21;2024;3,86;267;96;66;68;0;Общий конкурс;Очная;Юриспруденция;3,38;0
М;19;2024;3,44;258;85;59;70;5;Целевая квота;Очная;Экономика;1,86;0
Ж;20;2022;4,07;295;68;85;80;8;Общий конкурс;Очная;Медицина;9,17;0
Ж;17;2020;4,54;254;54;90;52;2;Общий конкурс;Очная;Биология;2,65;1
М;17;2020;3,1;300;99;58;80;9;Общий конкурс;Очная;Юриспруденция;4,69;0
Ж;23;2023;3,67;275;49;91;83;3;Целевая квота;Очная;Биология;1,53;0
М;19;2024;3,48;274;95;81;51;2;Общий конкурс;Очная;Физика;1,33;0
Ж;24;2023;3,97;216;63;71;64;8;Особая квота;Заочная;Юриспруденция;1,73;0
М;20;2024;4,19;215;79;60;94;8;Особая квота;Очная;Медицина;6,88;0
М;25;2024;4,3;241;67;79;55;2;Общий конкурс;Очная;Биология;5,86;0
М;20;2023;3,28;259;59;42;97;0;Общий конкурс;Очная;Экономика;9,7;0
Ж;17;2024;3,81;256;96;61;40;8;Общий конкурс;Очная;Биология;8,12;0
Ж;17;2025;4,63;280;93;60;58;5;Общий конкурс;Очная;Биология;7,12;0
Ж;19;2024;4,86;287;42;86;57;0;Целевая квота;Очная;Математика;1,35;1
Ж;17;2020;4,83;210;74;94;67;0;Общий конкурс;Очная;Юриспруденция;8,29;0
М;21;2020;4;238;98;94;94;7;Общий конкурс;Очная;Биология;9,63;0
Ж;19;2021;4,58;263;59;53;100;0;Целевая квота;Очная;Филология;6,63;0
М;17;2021;4,85;230;70;48;45;2;Общий конкурс;Очная;Биология;3,82;0
М;20;2025;4,37;296;56;79;71;1;Общий конкурс;Очная;Информатика;7,11;0
М;20;2020;4,47;209;73;54;75;7;Общий конкурс;Очная;Информатика;8,8;0
М;18;2022;3,06;202;59;53;65;2;Общий конкурс;Заочная;Экономика;2,26;0
Ж;20;2020;4,56;243;91;56;93;0;Общий конкурс;Очная;Физика;5,66;0
Ж;18;2023;4,18;238;69;80;58;3;Общий конкурс;Очная;Математика;3,68;0
Ж;20;2022;3,82;206;72;76;68;7;Целевая квота;Очная;Юриспруденция;4,34;0
Ж;20;2021;3,91;218;59;63;82;6;Общий конкурс;Очная;Математика;1,56;0
Ж;17;2021;3,65;239;76;61;90;3;Общий конкурс;Заочная;Физика;2,83;0
М;17;2022;3,27;251;56;84;54;9;Общий конкурс;Очная;Экономика;5,58;0
Ж;18;2020;4,32;246;62;77;75;5;Общий конкурс;Заочная;Филология;3,98;0
Ж;19;2020;4,08;263;76;76;66;2;Общий конкурс;Очная;Биология;3,59;1
М;17;2023;4,03;262;82;75;53;7;Общий конкурс;Очная;Медицина;1,37;1
Ж;27;2022;3,73;270;93;60;67;7;Общий конкурс;Очная;Медицина;9,96;0
Ж;24;2021;3,88;263;61;54;45;2;Общий конкурс;Очная;Юриспруденция;1,82;0
М;19;2025;3,02;297;60;43;100;4;Общий конкурс;Очная;Юриспруденция;8,39;0
Ж;18;2023;4,63;245;48;71;68;2;Целевая квота;Заочная;Информатика;4,87;0
М;19;2023;3,94;278;46;62;94;3;Общий конкурс;Очная;Медицина;8,76;0
М;19;2025;3,07;259;81;65;68;5;Общий конкурс;Очная;Юриспруденция;4,59;0
М;17;2024;4,87;211;77;82;47;3;Общий конкурс;Очная;Биология;4,63;0
Ж;18;2020;4,79;244;54;41;61;8;Особая квота;Очная;Медицина;7,17;0
